feature name,description,unit,feature category,feature type,dataset name short,reflecting period,citation,data source,data source local
feat_topo_amatulli_tcurvmd,"Tangential curvature. The tangential curvature measures the change rate perpendicular to the slope gradient and is related to the convergence and divergence of flow across a surface. where positive and negative values indicate convex and concave surfaces, respectively. Concave curvature promotes soil deposition while convex promotes soil erosion.",rad/m,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.167",https://doi.pangaea.de/10.1594/PANGAEA.867242,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_tcurv_tcurv_1KMmd_GMTEDmd.tif
feat_topo_amatulli_tcurv50kmmd,"Tangential curvature. The tangential curvature measures the change rate perpendicular to the slope gradient and is related to the convergence and divergence of flow across a surface. where positive and negative values indicate convex and concave surfaces, respectively. Concave curvature promotes soil deposition while convex promotes soil erosion.",rad/m,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.168",https://doi.pangaea.de/10.1594/PANGAEA.867243,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_tcurv_tcurv_50KMmd_GMTEDmd.tif
feat_topo_amatulli_tcurv5kmmd,"Tangential curvature. The tangential curvature measures the change rate perpendicular to the slope gradient and is related to the convergence and divergence of flow across a surface. where positive and negative values indicate convex and concave surfaces, respectively. Concave curvature promotes soil deposition while convex promotes soil erosion.",rad/m,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.169",https://doi.pangaea.de/10.1594/PANGAEA.867244,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_tcurv_tcurv_5KMmd_GMTEDmd.tif
feat_topo_amatulli_tpi100kmmd,"Topographic Position Index (TPI) is the difference between the elevation of a focal cell and the mean of its 8 surrounding cells. Positive and negative values correspond to ridges and valleys, respectively, while zero values correspond generally to flat areas",m,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.170",https://doi.pangaea.de/10.1594/PANGAEA.867245,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_tpi_tpi_100KMmd_GMTEDmd.tif
feat_topo_amatulli_tpi10kmmd,"Topographic Position Index (TPI) is the difference between the elevation of a focal cell and the mean of its 8 surrounding cells. Positive and negative values correspond to ridges and valleys, respectively, while zero values correspond generally to flat areas",m,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.171",https://doi.pangaea.de/10.1594/PANGAEA.867246,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_tpi_tpi_10KMmd_GMTEDmd.tif
feat_topo_amatulli_tpimd,"Topographic Position Index (TPI) is the difference between the elevation of a focal cell and the mean of its 8 surrounding cells. Positive and negative values correspond to ridges and valleys, respectively, while zero values correspond generally to flat areas",m,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.172",https://doi.pangaea.de/10.1594/PANGAEA.867247,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_tpi_tpi_1KMmd_GMTEDmd.tif
feat_topo_amatulli_tpi50kmmd,"Topographic Position Index (TPI) is the difference between the elevation of a focal cell and the mean of its 8 surrounding cells. Positive and negative values correspond to ridges and valleys, respectively, while zero values correspond generally to flat areas",m,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.173",https://doi.pangaea.de/10.1594/PANGAEA.867248,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_tpi_tpi_50KMmd_GMTEDmd.tif
feat_topo_amatulli_tpi5kmmd,"Topographic Position Index (TPI) is the difference between the elevation of a focal cell and the mean of its 8 surrounding cells. Positive and negative values correspond to ridges and valleys, respectively, while zero values correspond generally to flat areas",m,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.174",https://doi.pangaea.de/10.1594/PANGAEA.867249,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_tpi_tpi_5KMmd_GMTEDmd.tif
feat_topo_amatulli_tri100kmmd,Terrain Ruggedness Index (TRI) is the mean of the absolute differences in elevation between a focal cell and its 8 surrounding cells. It quantifies the total elevation change across the 3 × 3 cells31. Flat areas have a value of zero whereas mountain areas with steep ridges have positive values.,m,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.175",https://doi.pangaea.de/10.1594/PANGAEA.867250,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_tri_tri_100KMmd_GMTEDmd.tif
feat_topo_amatulli_tri10kmmd,Terrain Ruggedness Index (TRI) is the mean of the absolute differences in elevation between a focal cell and its 8 surrounding cells. It quantifies the total elevation change across the 3 × 3 cells31. Flat areas have a value of zero whereas mountain areas with steep ridges have positive values.,m,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.176",https://doi.pangaea.de/10.1594/PANGAEA.867251,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_tri_tri_10KMmd_GMTEDmd.tif
feat_topo_amatulli_trimd,Terrain Ruggedness Index (TRI) is the mean of the absolute differences in elevation between a focal cell and its 8 surrounding cells. It quantifies the total elevation change across the 3 × 3 cells31. Flat areas have a value of zero whereas mountain areas with steep ridges have positive values.,m,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.177",https://doi.pangaea.de/10.1594/PANGAEA.867252,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_tri_tri_1KMmd_GMTEDmd.tif
feat_topo_amatulli_tri50kmmd,Terrain Ruggedness Index (TRI) is the mean of the absolute differences in elevation between a focal cell and its 8 surrounding cells. It quantifies the total elevation change across the 3 × 3 cells31. Flat areas have a value of zero whereas mountain areas with steep ridges have positive values.,m,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.178",https://doi.pangaea.de/10.1594/PANGAEA.867253,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_tri_tri_50KMmd_GMTEDmd.tif
feat_topo_amatulli_tri5kmmd,Terrain Ruggedness Index (TRI) is the mean of the absolute differences in elevation between a focal cell and its 8 surrounding cells. It quantifies the total elevation change across the 3 × 3 cells31. Flat areas have a value of zero whereas mountain areas with steep ridges have positive values.,m,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.179",https://doi.pangaea.de/10.1594/PANGAEA.867254,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_tri_tri_5KMmd_GMTEDmd.tif
feat_topo_amatulli_geom100kmuni,Quantifies the uniformity of pixel values (landform types in this case) within an aggregation window. A higher value indicates that different landform types are distributed more regularly within an aggregated window.,-,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.180",https://doi.pangaea.de/10.1594/PANGAEA.867255,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_uni_geom_100KMuni_GMTEDmd.tif
feat_topo_amatulli_geom10kmuni,Quantifies the uniformity of pixel values (landform types in this case) within an aggregation window. A higher value indicates that different landform types are distributed more regularly within an aggregated window.,-,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.181",https://doi.pangaea.de/10.1594/PANGAEA.867256,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_uni_geom_10KMuni_GMTEDmd.tif
feat_topo_amatulli_geomuni,Quantifies the uniformity of pixel values (landform types in this case) within an aggregation window. A higher value indicates that different landform types are distributed more regularly within an aggregated window.,-,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.182",https://doi.pangaea.de/10.1594/PANGAEA.867257,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_uni_geom_1KMuni_GMTEDmd.tif
feat_topo_amatulli_geom50kmuni,Quantifies the uniformity of pixel values (landform types in this case) within an aggregation window. A higher value indicates that different landform types are distributed more regularly within an aggregated window.,-,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.183",https://doi.pangaea.de/10.1594/PANGAEA.867258,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_uni_geom_50KMuni_GMTEDmd.tif
feat_topo_amatulli_geom5kmuni,Quantifies the uniformity of pixel values (landform types in this case) within an aggregation window. A higher value indicates that different landform types are distributed more regularly within an aggregated window.,-,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.184",https://doi.pangaea.de/10.1594/PANGAEA.867259,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_uni_geom_5KMuni_GMTEDmd.tif
feat_topo_amatulli_vrm100kmmd,Vector Ruggedness Measure (VRM) quantifies terrain ruggedness by measuring the dispersion of vectors orthogonal to the terrain surface. The VRM quantifies local variation of slope in the terrain more independently than the TPI and TRI methods.,-,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.185",https://doi.pangaea.de/10.1594/PANGAEA.867260,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_vrm_vrm_100KMmd_GMTEDmd.tif
feat_topo_amatulli_vrm10kmmd,Vector Ruggedness Measure (VRM) quantifies terrain ruggedness by measuring the dispersion of vectors orthogonal to the terrain surface. The VRM quantifies local variation of slope in the terrain more independently than the TPI and TRI methods.,-,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.186",https://doi.pangaea.de/10.1594/PANGAEA.867261,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_vrm_vrm_10KMmd_GMTEDmd.tif
feat_topo_amatulli_vrmmd,Vector Ruggedness Measure (VRM) quantifies terrain ruggedness by measuring the dispersion of vectors orthogonal to the terrain surface. The VRM quantifies local variation of slope in the terrain more independently than the TPI and TRI methods.,-,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.187",https://doi.pangaea.de/10.1594/PANGAEA.867262,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_vrm_vrm_1KMmd_GMTEDmd.tif
feat_topo_amatulli_vrm50kmmd,Vector Ruggedness Measure (VRM) quantifies terrain ruggedness by measuring the dispersion of vectors orthogonal to the terrain surface. The VRM quantifies local variation of slope in the terrain more independently than the TPI and TRI methods.,-,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.188",https://doi.pangaea.de/10.1594/PANGAEA.867263,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_vrm_vrm_50KMmd_GMTEDmd.tif
feat_topo_amatulli_vrm5kmmd,Vector Ruggedness Measure (VRM) quantifies terrain ruggedness by measuring the dispersion of vectors orthogonal to the terrain surface. The VRM quantifies local variation of slope in the terrain more independently than the TPI and TRI methods.,-,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.189",https://doi.pangaea.de/10.1594/PANGAEA.867264,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_vrm_vrm_5KMmd_GMTEDmd.tif
feat_lulc_corine_lulcclass01,"CORINE Land Cover 2018, min mapping unit: 5 ha (CLC5), Germany.",-,lulc,nominal,Corine,2017-2018,"BKG and SGD (2021): WMS CORINE LAND COVER 5 HA - Status 2018, The Federal Agency for Cartography and Geodesy (BKG), Frankfurt am Main. Digital map data.https://gdz.bkg.bund.de/index.php/default/corine-land-cover-5-ha-stand-2018-clc5-2018.html, last access 21.08.2022",https://gdz.bkg.bund.de/index.php/default/corine-land-cover-5-ha-stand-2018-clc5-2018.html,J:/NUTZER/Noelscher.M/Studierende/Daten/land_use_land_cover/germany/nearly_time_invariant/shape/corine_2018/processed_data/subset_germany_with buffer/clc2018_germany_with_buffer.shp
feat_lulc_mundialis_lulcclass02,Germany 2019 – Land cover classification based on Sentinel-2 data,-,lulc,nominal,Mundialis,2019,"Riembauer, G., Weinmann, A., Xu, S., Eichfuss, S., Eberz, C., and Neteler, M (2021).: Germany-wide Sentinel-2 based Land Cover Classification and Change Detection for Settlement and Infrastructure Monitoring. Proceedings of the 2021 conference on Big Data from Space (BiDS’2021). Doi:10.2760/125905",https://data.mundialis.de/geonetwork/srv/eng/catalog.search#/metadata/36512b46-f3aa-4aa4-8281-7584ec46c813,J:/NUTZER/Noelscher.M/Studierende/Daten/land_use_land_cover/germany/yearly/raster/munidalis/data/classification_map_germany_2019_v02.tif
feat_lulc_probav_lulcclass03,Land cover classes,-,lulc,nominal,PROBAV,2018,"This publication has been prepared using European Union's Copernicus Land Monitoring Service information; Land Cover 2015-2019 (raster 100 m), global, annual - version 3",https://land.copernicus.eu/en/products/global-dynamic-land-cover/copernicus-global-land-service-land-cover-100m-collection-3-epoch-2018-globe,D:/Data/KIMoDIs/global-groundwater-models-main/features/old_src/land_cover/data/E000N60_PROBAV_LC100_global_v3.0.1_2018-conso_Discrete-Classification-map_EPSG-4326.tif
feat_veg_copernicus_lai1,leaf area index for each month of the annual cycle ,m^2/m^2,veg,numerical,Copernicus,-,Copernicus,,J:/NUTZER/Noelscher.M/Studierende/Daten/leaf_area_index/germany/time_variant_annual_cycle/gridded/data/D_18_LAI/lai_01/w001001.adf
feat_veg_copernicus_lai2,leaf area index for each month of the annual cycle ,m^2/m^2,veg,numerical,Copernicus,-,Copernicus,,J:/NUTZER/Noelscher.M/Studierende/Daten/leaf_area_index/germany/time_variant_annual_cycle/gridded/data/D_18_LAI/lai_02/w001001.adf
feat_veg_copernicus_lai3,leaf area index for each month of the annual cycle ,m^2/m^2,veg,numerical,Copernicus,-,Copernicus,,J:/NUTZER/Noelscher.M/Studierende/Daten/leaf_area_index/germany/time_variant_annual_cycle/gridded/data/D_18_LAI/lai_03/w001001.adf
feat_veg_copernicus_lai4,leaf area index for each month of the annual cycle ,m^2/m^2,veg,numerical,Copernicus,-,Copernicus,,J:/NUTZER/Noelscher.M/Studierende/Daten/leaf_area_index/germany/time_variant_annual_cycle/gridded/data/D_18_LAI/lai_04/w001001.adf
feat_veg_copernicus_lai5,leaf area index for each month of the annual cycle ,m^2/m^2,veg,numerical,Copernicus,-,Copernicus,,J:/NUTZER/Noelscher.M/Studierende/Daten/leaf_area_index/germany/time_variant_annual_cycle/gridded/data/D_18_LAI/lai_05/w001001.adf
feat_veg_copernicus_lai6,leaf area index for each month of the annual cycle ,m^2/m^2,veg,numerical,Copernicus,-,Copernicus,,J:/NUTZER/Noelscher.M/Studierende/Daten/leaf_area_index/germany/time_variant_annual_cycle/gridded/data/D_18_LAI/lai_06/w001001.adf
feat_veg_copernicus_lai7,leaf area index for each month of the annual cycle ,m^2/m^2,veg,numerical,Copernicus,-,Copernicus,,J:/NUTZER/Noelscher.M/Studierende/Daten/leaf_area_index/germany/time_variant_annual_cycle/gridded/data/D_18_LAI/lai_07/w001001.adf
feat_veg_copernicus_lai8,leaf area index for each month of the annual cycle ,m^2/m^2,veg,numerical,Copernicus,-,Copernicus,,J:/NUTZER/Noelscher.M/Studierende/Daten/leaf_area_index/germany/time_variant_annual_cycle/gridded/data/D_18_LAI/lai_08/w001001.adf
feat_veg_copernicus_lai9,leaf area index for each month of the annual cycle ,m^2/m^2,veg,numerical,Copernicus,-,Copernicus,,J:/NUTZER/Noelscher.M/Studierende/Daten/leaf_area_index/germany/time_variant_annual_cycle/gridded/data/D_18_LAI/lai_09/w001001.adf
feat_veg_copernicus_lai10,leaf area index for each month of the annual cycle ,m^2/m^2,veg,numerical,Copernicus,-,Copernicus,,J:/NUTZER/Noelscher.M/Studierende/Daten/leaf_area_index/germany/time_variant_annual_cycle/gridded/data/D_18_LAI/lai_10/w001001.adf
feat_veg_copernicus_lai11,leaf area index for each month of the annual cycle ,m^2/m^2,veg,numerical,Copernicus,-,Copernicus,,J:/NUTZER/Noelscher.M/Studierende/Daten/leaf_area_index/germany/time_variant_annual_cycle/gridded/data/D_18_LAI/lai_11/w001001.adf
feat_veg_copernicus_lai12,leaf area index for each month of the annual cycle ,m^2/m^2,veg,numerical,Copernicus,-,Copernicus,,J:/NUTZER/Noelscher.M/Studierende/Daten/leaf_area_index/germany/time_variant_annual_cycle/gridded/data/D_18_LAI/lai_12/w001001.adf
feat_topo_custom_twi01,Topographic wetness index (TWI) serves as proxy for soil moisture,-,topo,numerical,custom,-,,,D:/Data/KIMoDIs/global-groundwater-models-main/features/TWI/TWI_50m.tif
feat_topo_customkit_twi02,Topographic wetness index (TWI) serves as proxy for soil moisture,-,topo,numerical,customkit,-,,,J:/NUTZER/Noelscher.M/Studierende/Daten/kit_raster/raster/TWI.tif
feat_topo_andreadis_sd,"Distances to the nearest surface water body derived from the global river width and depth database, calculated from (Andreadis et al., 2013).",m,topo,numerical,Andreadis,-,"Andreadis, K. M., Schumann, G. J.-P., and Pavelsky, T. (2013): A simple global river bankfull width and depth database: Data and Analysis Note, Water Resour. Res., 49, 7164–7168, https://doi.org/10.1002/wrcr.20440.",http://gaia.geosci.unc.edu/rivers/,J:/NUTZER/Noelscher.M/Studierende/Daten/kit_raster/raster/stream_dist.tif
feat_topo_dhm_elev,Surface elevation,m,topo,numerical,DHM,-,,,J:/NUTZER/Noelscher.M/Studierende/Daten/kit_raster/raster/DHM.tif
feat_topo_customkit_slope,Slope,°,topo,numerical,customkit,-,,,J:/NUTZER/Noelscher.M/Studierende/Daten/kit_raster/raster/Slope.tif
feat_lulc_preidl_lulcclass04,Land cover classification map of Germany's agricultural area based on Sentinel-2A data from 2016,-,lulc,nominal,Preidl,2016,"Preidl, Sebastian, Lange, Maximilian, and Doktor, Daniel (2020): Land cover classification map of Germany’s agricultural area based on Sentinel-2A data from 2016, https://doi.org/10.1594/PANGAEA.910837.",https://doi.pangaea.de/10.1594/PANGAEA.910837,J:/NUTZER/Noelscher.M/Studierende/Daten/land_use_land_cover/germany/nearly_time_invariant/raster/preidl_2016/data/preidl-etal-RSE-2020_land-cover-classification-germany-2016.tif
feat_lulc_griffiths_cropty01,Crop type classes,-,lulc,nominal,Griffiths,2016,,https://doi.pangaea.de/10.1594/PANGAEA.893195,J:/NUTZER/Noelscher.M/Studierende/Daten/land_cover_crop_types/germany/nearly_time_invariant/raster/research_griffiths/data/CropLandcoverMap_DE2016_Griffiths-etal-2018.img
feat_lulc_thuenen_cropty02,"National-scale crop type maps for Germany from combined time series of Sentinel-1, Sentinel-2 and Landsat 8 data (2017, 2018 and 2019)",-,lulc,nominal,Thuenen,2019,"Blickensdörfer, Lukas, Schwieder, Marcel, Pflugmacher, Dirk, Nendel, Claas, Erasmi, Stefan, and Hostert, Patrick (2021): National-scale crop type maps for Germany from combined time series of Sentinel-1, Sentinel-2 and Landsat 8 data (2017, 2018 and 2019), https://doi.org/10.5281/ZENODO.5153047.",https://zenodo.org/record/5153047#.YvDw1nZBxPb,J:/NUTZER/Noelscher.M/Studierende/Daten/land_cover_crop_types/germany/nearly_time_invariant/raster/thuenen/data/Thuenen_2019_reclass.tif
feat_veg_copernicus_drymatterprod,Represents the overall growth rate or dry biomass increase of the vegetation in (kg/ha/day).,kgDM/ha/day,veg,numerical,Copernicus,Dec. 2020 - Apr. 2021,"Swinnen, E.; Van Hoolst, R.; Toté, C. GIO Global Land Component—Lot I “Operation of the Global Land Component”, Framework Service Contract N˝ 388533 (JRC), Quality Assessment Report, Dry Matter Productivity (DMP); EC Copernicus Global Land: Brussels, Belgium, 2014.",https://land.copernicus.eu/global/products/dmp,J:/NUTZER/Noelscher.M/Studierende/Daten/vegetation_dry_matter_production/germany/weekly/raster/copernicus/data/c_gls_DMP300-RT6_202012200000_GLOBE_OLCI_V1.1.1.nc
feat_coordenc_custom_distcentroid,Distance to the overall centroid as. This feature serves as a coordinate encoding,km,coordenc,numerical,custom,-,,-,J:/NUTZER/Noelscher.M/Studierende/Daten/spatial_encoding/baden-wuerttemberg/time_invariant/raster/custom/data/spatial_feature_bw_distance_to_centroid.tif
feat_coordenc_custom_distnorthwest,Distance to the northwest corner point. This feature serves as a coordinate encoding,km,coordenc,numerical,custom,-,,-,J:/NUTZER/Noelscher.M/Studierende/Daten/spatial_encoding/baden-wuerttemberg/time_invariant/raster/custom/data/spatial_feature_bw_distance_to_northwest.tif
feat_coordenc_custom_distnortheast,Distance to the northeast corner point. This feature serves as a coordinate encoding,km,coordenc,numerical,custom,-,,-,J:/NUTZER/Noelscher.M/Studierende/Daten/spatial_encoding/baden-wuerttemberg/time_invariant/raster/custom/data/spatial_feature_bw_distance_to_northeast.tif
feat_coordenc_custom_distsoutheast,Distance to the southeast corner point. This feature serves as a coordinate encoding,km,coordenc,numerical,custom,-,,-,J:/NUTZER/Noelscher.M/Studierende/Daten/spatial_encoding/baden-wuerttemberg/time_invariant/raster/custom/data/spatial_feature_bw_distance_to_southeast.tif
feat_coordenc_custom_distsouthwest,Distance to the southwest corner point. This feature serves as a coordinate encoding,km,coordenc,numerical,custom,-,,-,J:/NUTZER/Noelscher.M/Studierende/Daten/spatial_encoding/baden-wuerttemberg/time_invariant/raster/custom/data/spatial_feature_bw_distance_to_southwest.tif
